Family - Full Name,Start Date,Collectors - Last Name,Latitude1,Longitude1,Country - Full Name,State - Full Name,County - Full Name,Locality,Zoogeography - Full Name,Unique Identifier
Formicidae,07/03/1930,M. R. Smith,33.6076190000,-88.6503260000,United States,Mississippi,Clay County,West Point,Nearctic,CUIC000001427
Formicidae,07/03/1930,M. R. Smith,33.6076190000,-88.6503260000,United States,Mississippi,Clay County,West Point,Nearctic,CUIC000001428
Formicidae,07/03/1930,M. R. Smith,33.6076190000,-88.6503260000,United States,Mississippi,Clay County,West Point,Nearctic,CUIC000001429
Formicidae,07/03/1930,M. R. Smith,33.6076190000,-88.6503260000,United States,Mississippi,Clay County,West Point,Nearctic,CUIC000001430
Formicidae,07/03/1930,M. R. Smith,33.6076190000,-88.6503260000,United States,Mississippi,Clay County,West Point,Nearctic,CUIC000001431
Formicidae,07/03/1930,M. R. Smith,33.6076190000,-88.6503260000,United States,Mississippi,Clay County,West Point,Nearctic,CUIC000001432
Formicidae,07/03/1930,M. R. Smith,33.6076190000,-88.6503260000,United States,Mississippi,Clay County,West Point,Nearctic,CUIC000001433
Formicidae,07/03/1937,R.W. Dawson,9.1547220000,-79.8480560000,Panama,Colon,,Barro Colorado Island,Neotropical,CUIC000069153
Formicidae,07/03/1969,W. L. Brown,-17.9235280000,25.8429910000,Zimbabwe,Matabeleland North Province,Lupane District,Victoria Falls,Afrotropical,CUIC000010576
Formicidae,07/03/1969,W. L. Brown,-17.9235280000,25.8429910000,Zimbabwe,Matabeleland North Province,Lupane District,Victoria Falls,Afrotropical,CUIC000010584
Formicidae,07/03/1969,W. L. Brown,-17.9235280000,25.8429910000,Zimbabwe,Matabeleland North Province,Lupane District,Victoria Falls,Afrotropical,CUIC000010585
Formicidae,07/03/2005,L. R. Davis Jr.,29.6380450000,-82.3922280000,United States,Florida,Alachua County,"Gainesvile, Hogtown Creek, SW 20th ave",Nearctic,CUIC000054810
Formicidae,07/03/2005,L. R. Davis Jr.,29.6380450000,-82.3922280000,United States,Florida,Alachua County,"Gainesvile, Hogtown Creek, SW 20th ave",Nearctic,CUIC000054819
Formicidae,07/03/2005,L. R. Davis Jr.,29.6380450000,-82.3922280000,United States,Florida,Alachua County,"Gainesvile, Hogtown Creek, SW 20th ave",Nearctic,CUIC000054828
Formicidae,07/03/2005,L. R. Davis Jr.,29.6380450000,-82.3922280000,United States,Florida,Alachua County,"Gainesvile, Hogtown Creek, SW 20th ave",Nearctic,CUIC000054837
Formicidae,07/03/2005,L. R. Davis Jr.,29.6380450000,-82.3922280000,United States,Florida,Alachua County,"Gainesvile, Hogtown Creek, SW 20th ave",Nearctic,CUIC000054846
Formicidae,07/03/2005,L. R. Davis Jr.,29.6380450000,-82.3922280000,United States,Florida,Alachua County,"Gainesvile, Hogtown Creek, SW 20th ave",Nearctic,CUIC000054855
Formicidae,07/03/2005,L. R. Davis Jr.,31.8730000000,-109.2350000000,United States,Arizona,Cochise County,"Herb Martyr Rd., W",Nearctic,CUIC000054909
Formicidae,07/04/1969,A. B. Soans and W. L. Brown,11.4166670000,76.1666670000,India,Kerala,Kannur,"Kottiyoor, Wynaad Taluk",Indomalayan,CUIC000007288
Formicidae,07/04/1978,S. Krasnoff,,,United States,Florida,Sarasota County,"Sarasota, Siesta Key",Nearctic,CUIC000010695
Formicidae,07/04/2011,Corrie S. Moreau,24.7430333333,-80.9954500000,United States,Florida,Monroe County,Fat Deer Key,Nearctic,CUIC000009458
Formicidae,07/04/2011,Corrie Saux Moreau,24.6978333333,-81.3405166667,United States,Florida,Monroe County,No Name Key,Nearctic,CUIC000009376
Formicidae,07/04/2011,Corrie Saux Moreau,24.7430333333,-80.9954500000,United States,Florida,Monroe County,Fat Deer Key,Nearctic,CUIC000009251
Formicidae,07/04/2016,K. M. Baudier,10.2992800000,-84.8178200000,Costa Rica,Puntarenas,,Monteverde,Neotropical,CUIC000061948
Formicidae,07/04/2016,K. M. Baudier,10.2992800000,-84.8178200000,Costa Rica,Puntarenas,,Monteverde,Neotropical,CUIC000061949
Formicidae,07/04/2016,K. M. Baudier,10.2992800000,-84.8178200000,Costa Rica,Puntarenas,,Monteverde,Neotropical,CUIC000061950
Formicidae,07/04/2016,K. M. Baudier,10.2992800000,-84.8178200000,Costa Rica,Puntarenas,,Monteverde,Neotropical,CUIC000061951
Formicidae,07/04/2016,K. M. Baudier,10.2992800000,-84.8178200000,Costa Rica,Puntarenas,,Monteverde,Neotropical,CUIC000061952
Formicidae,07/04/2016,K. M. Baudier,10.2992800000,-84.8178200000,Costa Rica,Puntarenas,,Monteverde,Neotropical,CUIC000061953
Formicidae,07/04/2016,K. M. Baudier,10.2992800000,-84.8178200000,Costa Rica,Puntarenas,,Monteverde,Neotropical,CUIC000061954
Formicidae,07/04/2016,K. M. Baudier,10.2992800000,-84.8178200000,Costa Rica,Puntarenas,,Monteverde,Neotropical,CUIC000061967
Formicidae,07/04/2016,K. M. Baudier,10.2992800000,-84.8178200000,Costa Rica,Puntarenas,,Monteverde,Neotropical,CUIC000061968
Formicidae,07/04/2016,K. M. Baudier,10.2992800000,-84.8178200000,Costa Rica,Puntarenas,,Monteverde,Neotropical,CUIC000061969
Formicidae,07/05/1918,J. C. Bradley,,,United States,Arizona,Maricopa County,Phoenix,Nearctic,CUIC000010772
Formicidae,07/05/1999,J. K. Liebherr,,,United States,New York,Tompkins County,Newfield Fischer Old-Growth Preserve Site 1,Nearctic,CUIC000010934
Formicidae,07/05/1999,J. K. Liebherr,,,United States,New York,Tompkins County,Newfield Fischer Old-Growth Preserve Site 1,Nearctic,CUIC000010963
Formicidae,07/05/1999,J. K. Liebherr,,,United States,New York,Tompkins County,Newfield Fischer Old-Growth Preserve Site 1,Nearctic,CUIC000010964
Formicidae,07/05/1999,J. K. Liebherr,,,United States,New York,Tompkins County,Newfield Fischer Old-Growth Preserve Site 1,Nearctic,CUIC000010984
Formicidae,07/05/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 3",Nearctic,CUIC000001218
Formicidae,07/05/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield Fisher Old-Growth Preserve, site 4",Nearctic,CUIC000001195
Formicidae,07/05/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield Fisher Old-Growth Preserve, site 4",Nearctic,CUIC000001196
Formicidae,07/05/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007828
Formicidae,07/05/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007849
Formicidae,07/05/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007852
Formicidae,07/05/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007853
Formicidae,07/05/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007854
Formicidae,07/05/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007855
Formicidae,07/05/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007856
Formicidae,07/05/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007857
Formicidae,07/05/1999,J. K. Liebherr,42.3824360000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 1",Nearctic,CUIC000007472
Formicidae,07/05/1999,J. K. Liebherr,42.3824360000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 1",Nearctic,CUIC000007473
Formicidae,07/05/1999,J. K. Liebherr,42.3824360000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 1",Nearctic,CUIC000007474
Formicidae,07/05/1999,J. K. Liebherr,42.3824360000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 1",Nearctic,CUIC000007475
Formicidae,07/05/1999,J. K. Liebherr,42.3824360000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 1",Nearctic,CUIC000007486
Formicidae,07/05/1999,J. K. Liebherr,42.3825950000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 5",Nearctic,CUIC000001292
Formicidae,07/05/1999,J. K. Liebherr,42.3825950000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 5",Nearctic,CUIC000001293
Formicidae,07/05/1999,J. K. Liebherr,42.3825950000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 5",Nearctic,CUIC000001294
Formicidae,07/05/1999,J. K. Liebherr,42.3825950000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 5",Nearctic,CUIC000007328
Formicidae,07/05/1999,J. K. Liebherr,42.3825950000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 5",Nearctic,CUIC000007330
Formicidae,07/05/1999,J. K. Liebherr,42.3825950000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 5",Nearctic,CUIC000007347
Formicidae,07/05/1999,J. K. Liebherr,42.3825950000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 5",Nearctic,CUIC000007416
Formicidae,07/05/1999,J. K. Liebherr,42.3825950000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 5",Nearctic,CUIC000007417
Formicidae,07/05/1999,J. K. Liebherr,42.3826260000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 4",Nearctic,CUIC000001290
Formicidae,07/05/1999,J. K. Liebherr,42.3826260000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 4",Nearctic,CUIC000001291
Formicidae,07/05/1999,J. K. Liebherr,42.3826260000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 4",Nearctic,CUIC000007348
Formicidae,07/05/1999,J. K. Liebherr,42.3826260000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 4",Nearctic,CUIC000007349
Formicidae,07/05/1999,J. K. Liebherr,42.3826260000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 4",Nearctic,CUIC000007353
Formicidae,07/05/1999,J. K. Liebherr,42.3826260000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 4",Nearctic,CUIC000007354
Formicidae,07/05/1999,J. K. Liebherr,42.3826260000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 4",Nearctic,CUIC000007355
Formicidae,07/05/1999,J. K. Liebherr,42.3826260000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 4",Nearctic,CUIC000007356
Formicidae,07/05/1999,J. K. Liebherr,42.3826260000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 4",Nearctic,CUIC000007357
Formicidae,07/05/1999,J. K. Liebherr,42.3826260000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 4",Nearctic,CUIC000007373
Formicidae,07/05/1999,J. K. Liebherr,42.3826260000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 4",Nearctic,CUIC000007453
Formicidae,07/06/1915,H.S. Parish,45.4512300000,-80.0184300000,Canada,Ontario,Parry Sound,Waubamik,Nearctic,CUIC000008283
Formicidae,07/06/1915,H.S. Parish,45.4512300000,-80.0184300000,Canada,Ontario,Parry Sound,Waubamik,Nearctic,CUIC000008287
Formicidae,07/06/1926,,28.0186320000,-82.1128640000,United States,Florida,Hillsborough County,Plant City,Nearctic,CUIC000116426
Formicidae,07/06/1926,,28.0186320000,-82.1128640000,United States,Florida,Hillsborough County,Plant City,Nearctic,CUIC000116427
Formicidae,07/06/1926,,28.0186320000,-82.1128640000,United States,Florida,Hillsborough County,Plant City,Nearctic,CUIC000116428
Formicidae,07/06/1927,,5.2517390000,-55.3479700000,Suriname,Saramacca,,Kwakoegron,Neotropical,CUIC000007236
Formicidae,07/06/1927,,5.2517390000,-55.3479700000,Suriname,Saramacca,,Kwakoegron,Neotropical,CUIC000007237
Formicidae,07/06/1927,,5.2517390000,-55.3479700000,Suriname,Saramacca,,Kwakoegron,Neotropical,CUIC000007238
Formicidae,07/06/1927,,5.2517390000,-55.3479700000,Suriname,Saramacca,,Kwakoegron,Neotropical,CUIC000007239
Formicidae,07/06/1968,W.L. Brown,,,United States,New York,Tompkins County,NA,Nearctic,CUIC000008645
Formicidae,07/06/1984,S. Lapointe,,,United States,New York,Tompkins County,Freeville,Nearctic,CUIC000008633
Formicidae,07/06/1984,S. Lapointe,,,United States,New York,Tompkins County,Freeville,Nearctic,CUIC000008634
Formicidae,07/06/2002,J. K. Liebherr,,,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield plot 28",Nearctic,CUIC000001190
Formicidae,07/06/2002,J. K. Liebherr,,,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield plot 28",Nearctic,CUIC000001191
Formicidae,07/06/2002,J. K. Liebherr,,,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield plot 28",Nearctic,CUIC000001192
Formicidae,07/06/2002,J. K. Liebherr,,,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield, plot 10",Nearctic,CUIC000007380
Formicidae,07/06/2002,J. K. Liebherr,,,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield, plot 15",Nearctic,CUIC000007381
Formicidae,07/06/2002,J. K. Liebherr,,,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield, plot 28",Nearctic,CUIC000007382
Formicidae,07/06/2002,J. K. Liebherr,,,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield, plot 28",Nearctic,CUIC000007383
Formicidae,07/06/2002,J. K. Liebherr,,,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield, plot 28",Nearctic,CUIC000007384
Formicidae,07/06/2002,J. K. Liebherr,,,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield, plot 28",Nearctic,CUIC000007385
Formicidae,07/06/2002,J. K. Liebherr,,,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield, plot 28",Nearctic,CUIC000007386
Formicidae,07/06/2002,J. K. Liebherr,,,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield, plot 28",Nearctic,CUIC000007387
Formicidae,07/06/2002,J. K. Liebherr,,,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield, plot 28",Nearctic,CUIC000007388
Formicidae,07/06/2002,J. K. Liebherr,,,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield, plot 28",Nearctic,CUIC000007389
Formicidae,07/06/2002,J. K. Liebherr,,,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield, plot 28",Nearctic,CUIC000007390
Formicidae,07/06/2002,J. K. Liebherr,,,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield, plot 28",Nearctic,CUIC000007391
Formicidae,07/06/2002,J. K. Liebherr,,,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield, plot 28",Nearctic,CUIC000007392
Formicidae,07/06/2002,J. K. Liebherr,42.3833333330,76.5633333330,United States,New York,Tompkins County,Newfield Fischer Old-Growth Preserve,Nearctic,CUIC000007478
Formicidae,07/06/2002,J. K. Liebherr,42.3833333330,76.5633333330,United States,New York,Tompkins County,Newfield Fischer Old-Growth Preserve,Nearctic,CUIC000007480
Formicidae,07/06/2002,J. K. Liebherr,42.3833333330,76.5633333330,United States,New York,Tompkins County,Newfield Fischer Old-Growth Preserve,Nearctic,CUIC000007481
Formicidae,07/06/2002,J. K. Liebherr,42.3833333330,76.5633333330,United States,New York,Tompkins County,Newfield Fischer Old-Growth Preserve,Nearctic,CUIC000007482
Formicidae,07/06/2002,J. K. Liebherr,42.3833333330,76.5633333330,United States,New York,Tompkins County,Newfield Fischer Old-Growth Preserve,Nearctic,CUIC000007483
Formicidae,07/06/2002,J. K. Liebherr,42.3833333330,76.5633333330,United States,New York,Tompkins County,Newfield Fischer Old-Growth Preserve,Nearctic,CUIC000007484
Formicidae,07/06/2002,JK Liebherr,42.3830000000,-76.5670000000,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield",Nearctic,CUIC000011141
Formicidae,07/06/2002,JK Liebherr,42.3830000000,-76.5670000000,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield",Nearctic,CUIC000011142
Formicidae,07/06/2002,JK Liebherr,42.3830000000,-76.5670000000,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield",Nearctic,CUIC000011143
Formicidae,07/06/2002,JK Liebherr,42.3830000000,-76.5670000000,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield",Nearctic,CUIC000011144
Formicidae,07/06/2002,JK Liebherr,42.3830000000,-76.5670000000,United States,New York,Tompkins County,"Fisher Old-Growth Preserve, Newfield",Nearctic,CUIC000011145
Formicidae,07/06/2003,Chris J. Burwell,,,Australia,Queensland,,"Boombana National Park, site 1",Australasian,CUIC000006958
Formicidae,07/06/2003,Chris J. Burwell,,,Australia,Queensland,,"Boombana National Park, site 2",Australasian,CUIC000006967
Formicidae,07/07/1908,J. C. Bradley,49.0000000000,-117.6333300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate Columbia River,Nearctic,CUIC000010776
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000007597
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000007606
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000007624
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010351
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010352
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010353
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010354
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010356
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010357
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010359
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010360
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010362
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010363
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010364
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010365
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010366
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010367
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010368
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010369
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010370
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010371
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010373
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010374
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010375
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010376
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010377
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010378
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010379
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010380
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010381
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010382
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010383
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010445
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010446
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010447
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010448
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010449
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010450
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010451
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010452
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010453
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010454
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010455
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010456
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010457
Formicidae,07/07/1908,JC Bradley,51.1333330000,-116.7833300000,Canada,British Columbia,Columbia-Shuswap Regional District,Carbonate,Nearctic,CUIC000010459
Formicidae,07/07/1917,,,,United States,Texas,Jeff Davis County,Limpia Canon Davis Mountains,Nearctic,CUIC000009815
Formicidae,07/07/1917,,,,United States,Texas,Jeff Davis County,Limpia Canon Davis Mountains,Nearctic,CUIC000009816
Formicidae,07/07/1917,,,,United States,Texas,Jeff Davis County,Valentine,Nearctic,CUIC000008236
Formicidae,07/07/1917,,,,United States,Texas,Jeff Davis County,Valentine,Nearctic,CUIC000008237
Formicidae,07/07/1917,,,,United States,Texas,Jeff Davis County,Valentine,Nearctic,CUIC000008238
Formicidae,07/07/1917,,,,United States,Texas,Jeff Davis County,Valentine,Nearctic,CUIC000008239
Formicidae,07/07/1917,,30.7773700000,-103.7443400000,United States,Texas,Jeff Davis County,Limpia Canyon Davis Mts.,Nearctic,CUIC000115278
Formicidae,07/07/1917,,30.7773700000,-103.7443400000,United States,Texas,Jeff Davis County,Limpia Canyon Davis Mts.,Nearctic,CUIC000115279
Formicidae,07/07/1917,,30.7773700000,-103.7443400000,United States,Texas,Jeff Davis County,Limpia Canyon Davis Mts.,Nearctic,CUIC000115280
Formicidae,07/07/1917,,30.7773700000,-103.7443400000,United States,Texas,Jeff Davis County,Limpia Canyon Davis Mts.,Nearctic,CUIC000115281
Formicidae,07/07/1917,,30.7773700000,-103.7443400000,United States,Texas,Jeff Davis County,Limpia Canyon Davis Mts.,Nearctic,CUIC000115282
Formicidae,07/07/1917,,30.7773700000,-103.7443400000,United States,Texas,Jeff Davis County,Limpia Canyon Davis Mts.,Nearctic,CUIC000115283
Formicidae,07/07/1917,,30.7773700000,-103.7443400000,United States,Texas,Jeff Davis County,Limpia Canyon Davis Mts.,Nearctic,CUIC000115284
Formicidae,07/07/1917,,30.7773700000,-103.7443400000,United States,Texas,Jeff Davis County,Limpia Canyon Davis Mts.,Nearctic,CUIC000115285
Formicidae,07/07/1917,,30.7773700000,-103.7443400000,United States,Texas,Jeff Davis County,Limpia Canyon Davis Mts.,Nearctic,CUIC000115286
Formicidae,07/07/1917,,30.7773700000,-103.7443400000,United States,Texas,Jeff Davis County,Limpia Canyon Davis Mts.,Nearctic,CUIC000115287
Formicidae,07/07/1917,,30.7773700000,-103.7443400000,United States,Texas,Jeff Davis County,Limpia Canyon Davis Mts.,Nearctic,CUIC000115288
Formicidae,07/07/1917,,30.7773700000,-103.7443400000,United States,Texas,Jeff Davis County,Limpia Canyon Davis Mts.,Nearctic,CUIC000115289
