Family - Full Name,Start Date,Collectors - Last Name,Latitude1,Longitude1,Country - Full Name,State - Full Name,County - Full Name,Locality,Zoogeography - Full Name,Unique Identifier
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001586
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001587
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001590
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001591
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001593
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001594
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001595
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001596
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001597
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001598
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001599
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001600
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001601
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001602
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001604
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001605
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001606
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001607
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001608
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001609
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001610
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001611
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001612
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001613
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001614
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001615
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001616
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001617
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001618
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001619
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001620
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001621
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001622
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001623
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001624
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001625
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001626
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001627
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001628
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001629
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001630
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001631
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001632
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001633
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001634
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001635
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001638
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001639
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001640
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001641
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001642
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001644
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001653
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001654
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001655
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001656
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001657
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001658
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001660
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001661
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001662
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001663
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001664
Formicidae,13/02/1920,R. C. Harris,-22.1023560000,-65.5929900000,Argentina,Jujuy,Departamento de Yavi,La Quiaca,Neotropical,CUIC000001672
Formicidae,13/02/1949,J.C. Bradley,-25.7465470000,28.1880390000,South Africa,Gauteng,City of Tshwane Metropolitan Municipality,Pretoria,Afrotropical,CUIC000008854
Formicidae,13/02/1949,J.C. Bradley,-25.7465470000,28.1880390000,South Africa,Gauteng,City of Tshwane Metropolitan Municipality,Pretoria,Afrotropical,CUIC000008855
Formicidae,13/02/1949,J.C. Bradley,-25.7465470000,28.1880390000,South Africa,Gauteng,City of Tshwane Metropolitan Municipality,Pretoria,Afrotropical,CUIC000008856
Formicidae,13/02/1949,J.C. Bradley,-25.7465470000,28.1880390000,South Africa,Gauteng,City of Tshwane Metropolitan Municipality,Pretoria,Afrotropical,CUIC000008857
Formicidae,13/02/1949,J.C. Bradley,-25.7465470000,28.1880390000,South Africa,Gauteng,City of Tshwane Metropolitan Municipality,Pretoria,Afrotropical,CUIC000008858
Formicidae,13/02/1949,J.C. Bradley,-25.7465470000,28.1880390000,South Africa,Gauteng,City of Tshwane Metropolitan Municipality,Pretoria,Afrotropical,CUIC000008859
Formicidae,13/02/1970,,27.1814380000,-81.3520170000,United States,Florida,Highlands County,Archbold Biol. Sta.,Nearctic,CUIC000009417
Formicidae,13/02/1975,WL & DE Brown,18.3780000000,-68.6080000000,Dominican Republic,La Altagracia Province,,Boca de Yuma,Neotropical,CUIC000009052
Formicidae,13/02/1975,WL & DE Brown,18.3780000000,-68.6080000000,Dominican Republic,La Altagracia Province,,Boca de Yuma,Neotropical,CUIC000009053
Formicidae,13/02/1996,R. Anderson,10.9568200000,-85.4949600000,Costa Rica,Guanacaste Province,,Maritza Biological Field Station,Neotropical,CUIC000114130
Formicidae,13/03/1949,J. C. Bradley,,,South Africa,Western Cape,,Upington,Afrotropical,CUIC000116344
Formicidae,13/03/1949,J. C. Bradley,,,South Africa,Western Cape,,Upington,Afrotropical,CUIC000116347
Formicidae,13/03/2004,Corrie Saux,,,Ecuador,Provincia de Pichincha,,Choca Valley Near Mindo Nambilla reserve El Monte sustainable lodge on Rio Minda 3 km S of Minda,Neotropical,CUIC000009823
Formicidae,13/03/2004,Corrie Saux,,,Ecuador,Provincia de Pichincha,,Choca Valley Near Mindo Nambilla reserve El Monte sustainable lodge on Rio Minda 3 km S of Minda,Neotropical,CUIC000009824
Formicidae,13/03/2010,C. S. Moreau,24.7060170000,-81.3800170000,United States,Florida,Monroe County,"Big Pine Key, national Key Deer Refuge, Blue Hole",Nearctic,CUIC000114451
Formicidae,13/03/2010,C. S. Moreau,24.7060170000,-81.3800170000,United States,Florida,Monroe County,"Big Pine Key, national Key Deer Refuge, Blue Hole",Nearctic,CUIC000114452
Formicidae,13/03/2010,Corrie S. Moreau,24.6544166667,-81.3878333333,United States,Florida,Monroe County,Little Torch Key,Nearctic,CUIC000009447
Formicidae,13/03/2010,Corrie S. Moreau,24.6544200000,-81.3878300000,,,,"Little Torch Key, TNC Torchwood Hammock Pirates Rd.; United States, Florida, Monroe County; 24.65442, -81.38783",,CUIC000011030
Formicidae,13/03/2010,Corrie S. Moreau,24.6544200000,-81.3878300000,United States,Florida,Monroe County,"Little Torch Key, TNC Torchwood Hammock, end of Pirates Raod",Nearctic,CUIC000010651
Formicidae,13/03/2010,Corrie S. Moreau,24.6544200000,-81.3878300000,United States,Florida,Monroe County,"Little Torch Key, TNC Torchwood Hammock, end of Pirates Raod",Nearctic,CUIC000010652
Formicidae,13/03/2010,Corrie S. Moreau,24.6544200000,-81.3878300000,United States,Florida,Monroe County,"Little Torch Key, Torchwood Hammock, end of Pirates Rd.",Nearctic,CUIC000009975
Formicidae,13/03/2010,Corrie S. Moreau,24.6544200000,-81.3878300000,United States,Florida,Monroe County,"Little Torch Key, Torchwood Hammock, end of Pirates Rd.",Nearctic,CUIC000010791
Formicidae,13/03/2010,Corrie S. Moreau,24.6544200000,-81.3878300000,United States,Florida,Monroe County,"Little Torch Key, Torchwood Hammock, end of Pirates Rd.",Nearctic,CUIC000010792
Formicidae,13/03/2010,Corrie S. Moreau,24.6544200000,-81.3878300000,United States,Florida,Monroe County,"Little Torch Key, Torchwood Hammock, end of Pirates Road",Nearctic,CUIC000010686
Formicidae,13/03/2010,Corrie S. Moreau,24.6544200000,-81.3878300000,United States,Florida,Monroe County,"Little Torch Key, Torchwood Hammock, end of Pirates Road",Nearctic,CUIC000010687
Formicidae,13/03/2010,Corrie S. Moreau,24.7060166667,-81.3800166667,United States,Florida,Monroe County,Big Pine Key,Nearctic,CUIC000009209
Formicidae,13/03/2010,Corrie S. Moreau,24.7060166667,-81.3800166667,United States,Florida,Monroe County,Big Pine Key,Nearctic,CUIC000009210
Formicidae,13/03/2010,Corrie S. Moreau,24.7060166667,-81.3800166667,United States,Florida,Monroe County,Big Pine Key,Nearctic,CUIC000009211
Formicidae,13/03/2010,Corrie S. Moreau,24.7060166667,-81.3800166667,United States,Florida,Monroe County,Big Pine Key,Nearctic,CUIC000009212
Formicidae,13/03/2010,Corrie S. Moreau,24.7060166667,-81.3800166667,United States,Florida,Monroe County,Big Pine Key,Nearctic,CUIC000009213
Formicidae,13/03/2010,Corrie S. Moreau,24.7060200000,-81.3800200000,United States,Florida,Monroe County,"Big Pine Key, national Key Deer Refuge, Blue Hole",Nearctic,CUIC000010793
Formicidae,13/03/2010,Corrie S. Moreau,24.7060200000,-81.3800200000,United States,Florida,Monroe County,"Big Pine Key, national Key Deer Refuge, Blue Hole",Nearctic,CUIC000010794
Formicidae,13/03/2010,Corrie Saux Moreau,24.7060200000,-81.3800200000,,,,"Big Pine Key, National Key Deer Refuge; United States, Florida, Monroe County; 24.70602, -81.38002",,CUIC000011085
Formicidae,13/04/1906,S.W. Foster,,,United States,North Carolina,Moore County,Southern Pines,Nearctic,CUIC000008271
Formicidae,13/04/1927,,,,Suriname,Para,,St. Barbara Plantations,Neotropical,CUIC000010674
Formicidae,13/04/1927,,5.7000000000,-55.0166700000,Suriname,Commewijne,,Sint Barbara Pln.,Neotropical,CUIC000009122
Formicidae,13/04/1944,R.H. Arnett,,,Panama,Panama Oeste,Distrito de La Chorrera,La Chorerra,Neotropical,CUIC000009006
Formicidae,13/04/1980,"A. Newton, M. Thayer",,,New Zealand,Northland,,"Waipoua State Forest, Toronui Tr.",Australasian,CUIC000114118
Formicidae,13/04/1980,"A. Newton, M. Thayer",,,New Zealand,Northland,,"Waipoua State Forest, Toronui Tr.",Australasian,CUIC000114119
Formicidae,13/04/1980,"A. Newton, M. Thayer",,,New Zealand,Northland,,"Waipoua State Forest, Toronui Tr.",Australasian,CUIC000114120
Formicidae,13/04/1980,"A. Newton, M. Thayer",,,New Zealand,Northland,,"Waipoua State Forest, Toronui Tr.",Australasian,CUIC000114121
Formicidae,13/04/2015,Corrie S. Moreau,25.1240000000,-80.4028000000,United States,Florida,Monroe County,Key Largo,Nearctic,CUIC000009266
Formicidae,13/04/2016,K. M. Baudier,10.2994000000,-84.8194700000,Costa Rica,Puntarenas,,Monteverde,Neotropical,CUIC000061958
Formicidae,13/04/2016,K. M. Baudier,10.2994000000,-84.8194700000,Costa Rica,Puntarenas,,Monteverde,Neotropical,CUIC000061972
Formicidae,13/04/2016,K. M. Baudier,10.2994000000,-84.8194700000,Costa Rica,Puntarenas,,Monteverde,Neotropical,CUIC000061973
Formicidae,13/04/2019,T. B. Fox,13.0000000000,122.0000000000,Philippines,,,Philippines,Indomalayan,CUIC000055800
Formicidae,13/04/2019,T. B. Fox,13.0000000000,122.0000000000,Philippines,,,Philippines,Indomalayan,CUIC000055890
Formicidae,13/05/1914,,42.4406280000,-76.4966070000,United States,New York,Tompkins County,Ithaca,Nearctic,CUIC000007548
Formicidae,13/05/1965,W. L. Brown,,,United States,New York,Tompkins County,"Wild-Flower Preserve, Slaterville",Nearctic,CUIC000001224
Formicidae,13/05/1965,W. L. Brown,42.3920000000,-76.3500000000,United States,New York,Tompkins County,"Wildflower Preserve, Slaterville Springs",Nearctic,CUIC000001225
Formicidae,13/05/1983,W.L. Brown Jr.,,,United States,New York,Tompkins County,"Ringwood, Dryden",Nearctic,CUIC000006812
Formicidae,13/05/2004,J. Liebherr,20.8071670000,-156.8651670000,United States,Hawaii,Maui County,Lanai Haalelepaakai,Oceanian,CUIC000115578
Formicidae,13/05/2005,Xavier Espadaler,,,Spain,Andalucia,Provincia de Cadiz,El Puerto Santa Maria,Palearctic,CUIC000114085
Formicidae,13/05/2016,K. M. Baudier,10.8529200000,-85.6146700000,Costa Rica,Guanacaste,,Santa Rosa,Neotropical,CUIC000061901
Formicidae,13/05/2016,K. M. Baudier,10.8529200000,-85.6146700000,Costa Rica,Guanacaste,,Santa Rosa,Neotropical,CUIC000061902
Formicidae,13/05/2016,K. M. Baudier,10.8529200000,-85.6146700000,Costa Rica,Guanacaste,,Santa Rosa,Neotropical,CUIC000061975
Formicidae,13/05/2021,W.R. Buck & E.A. Herr,41.4986100000,-73.7602800000,,,,"Town of Kent, Bill Huestis Park; United States, New York, Putnam County; 41.49861, -73.76028",,CUIC000007012
Formicidae,13/06/1905,,50.0333330000,-110.6833330000,Canada,Alberta,,Medicine Hat,Nearctic,CUIC000010444
Formicidae,13/06/1920,J.C.B.,,,Peru,Lima,Lima,Lima,Neotropical,CUIC000006971
Formicidae,13/06/1920,J.C.B.,,,Peru,Lima,Lima,Lima,Neotropical,CUIC000006972
Formicidae,13/06/1920,J.C.B.,,,Peru,Lima,Lima,Lima,Neotropical,CUIC000006973
Formicidae,13/06/1933,,,,United States,Colorado,Weld County,Poudre river canyon,Nearctic,CUIC000010330
Formicidae,13/06/1959,H.E. Evans,,,Mexico,Veracruz,,Fortín de las Flores,Neotropical,CUIC000009335
Formicidae,13/06/1959,H.E. Evans,,,Mexico,Veracruz,,Fortín de las Flores,Neotropical,CUIC000009342
Formicidae,13/06/1959,H.E. Evans,,,Mexico,Veracruz,,Fortín de las Flores,Neotropical,CUIC000009343
Formicidae,13/06/1985,Imai and Kubota,1.7148610000,110.4746040000,Malaysia,Sarawak,Bahagian Kuching,Bako National Park,Indomalayan,CUIC000002119
Formicidae,13/06/1996,C. Klass,42.4000000000,-76.5000000000,United States,New York,Tompkins County,Ithaca,Nearctic,CUIC000006824
Formicidae,13/06/1996,C. Klass,42.4000000000,-76.5000000000,United States,New York,Tompkins County,Ithaca,Nearctic,CUIC000006825
Formicidae,13/06/1996,C. Klass,42.4000000000,-76.5000000000,United States,New York,Tompkins County,Ithaca,Nearctic,CUIC000006826
Formicidae,13/06/1996,C. Klass,42.4000000000,-76.5000000000,United States,New York,Tompkins County,Ithaca,Nearctic,CUIC000006827
Formicidae,13/06/1996,C. Klass,42.4000000000,-76.5000000000,United States,New York,Tompkins County,Ithaca,Nearctic,CUIC000006828
Formicidae,13/06/1996,C. Klass,42.4000000000,-76.5000000000,United States,New York,Tompkins County,Ithaca,Nearctic,CUIC000006829
Formicidae,13/06/1996,C. Klass,42.4000000000,-76.5000000000,United States,New York,Tompkins County,Ithaca,Nearctic,CUIC000006833
Formicidae,13/06/1996,C. Klass,42.4000000000,-76.5000000000,United States,New York,Tompkins County,Ithaca,Nearctic,CUIC000006838
Formicidae,13/06/1996,C. Klass,42.4000000000,-76.5000000000,United States,New York,Tompkins County,Ithaca,Nearctic,CUIC000006839
Formicidae,13/06/1996,C. Klass,42.4000000000,-76.5000000000,United States,New York,Tompkins County,Ithaca,Nearctic,CUIC000006840
Formicidae,13/06/1996,C. Klass,42.4000000000,-76.5000000000,United States,New York,Tompkins County,Ithaca,Nearctic,CUIC000006841
Formicidae,13/06/1996,C. Klass,42.4000000000,-76.5000000000,United States,New York,Tompkins County,Ithaca,Nearctic,CUIC000006842
Formicidae,13/06/1996,C. Klass,42.4406280000,-76.4966070000,United States,New York,Tompkins County,Ithaca,Nearctic,CUIC000006846
Formicidae,13/06/1996,C. Klass,42.4406280000,-76.4966070000,United States,New York,Tompkins County,Ithaca,Nearctic,CUIC000009532
Formicidae,13/06/2005,L.R. Davis Jr.,43.6500000000,-70.1800000000,United States,Maine,Cumberland County,Peaks Island,Nearctic,CUIC000113056
Formicidae,13/06/2005,L.R. Davis Jr.,43.6500000000,-70.1800000000,United States,Maine,Cumberland County,Peaks Island,Nearctic,CUIC000113057
Formicidae,13/06/2005,L.R. Davis Jr.,43.6500000000,-70.1800000000,United States,Maine,Cumberland County,Peaks Island,Nearctic,CUIC000113058
Formicidae,13/06/2005,"Lloyd R. Davis, Jr.",43.9833333000,-70.2666666670,United States,Maine,Cumberland County,New Glouchester,Nearctic,CUIC000056048
Formicidae,13/06/2005,"Lloyd R. Davis, Jr.",43.9833333000,-70.2666666670,United States,Maine,Cumberland County,New Glouchester,Nearctic,CUIC000056057
Formicidae,13/06/2005,"Lloyd R. Davis, Jr.",43.9833333000,-70.2666666670,United States,Maine,Cumberland County,New Glouchester,Nearctic,CUIC000056066
Formicidae,13/06/2012,Corrie S. Moreau,10.8429000000,-85.6150000000,Costa Rica,Guanacaste,,"Santa Rosa sector, Estacion Biological Santa Rosa N.P.",Neotropical,CUIC000009073
Formicidae,13/06/2012,Corrie S. Moreau,10.8429000000,-85.6159000000,Costa Rica,Guanacaste,,"Santa Rosa sector, Estacion Biological Santa Rosa N.P.",Neotropical,CUIC000009074
Formicidae,13/06/2012,Corrie S. Moreau,10.8429000000,-85.6159000000,Costa Rica,Guanacaste,,"Santa Rosa sector, Estacion Biological Santa Rosa N.P.",Neotropical,CUIC000009075
Formicidae,13/06/2012,Corrie S. Moreau,10.8429000000,-85.6159000000,Costa Rica,Guanacaste,,"Santa Rosa sector, Estacion Biological Santa Rosa N.P.",Neotropical,CUIC000009076
Formicidae,13/06/2012,Corrie S. Moreau,10.8429000000,-85.6159000000,Costa Rica,Guanacaste,,"Santa Rosa sector, Estacion Biological Santa Rosa N.P.",Neotropical,CUIC000009086
Formicidae,13/06/2012,Corrie S. Moreau,10.8429000000,-85.6159000000,Costa Rica,Guanacaste,,"Santa Rosa sector, Estacion Biological Santa Rosa N.P.",Neotropical,CUIC000009087
Formicidae,13/06/2012,Corrie S. Moreau,10.8429000000,-85.6159000000,Costa Rica,Guanacaste,Canton de La Cruz,"Sant Rosa Sector Estacion Biological, Santa Rosa National Park., Borrochos Trail",Neotropical,CUIC000001385
Formicidae,13/06/2012,Corrie S. Moreau,10.8429000000,-85.6159000000,Costa Rica,Guanacaste Province,Canton de La Cruz,"Sant Rosa Sector Estacion Biological, Santa Rosa National Park., Borrochos Trail",Neotropical,CUIC000114072
Formicidae,13/06/2012,Corrie S. Moreau,10.8805000000,-85.3893000000,Costa Rica,Guanacaste,,"ACG, San Cristobal sector, Estacion Biological San Gerardo",Neotropical,CUIC000007808
Formicidae,13/06/2012,Corrie S. Moreau,10.8805000000,-85.3893000000,Costa Rica,Guanacaste,Canton de La Cruz,"San Cristobal sector, Estacion biological San Gerardo",Neotropical,CUIC000010703
Formicidae,13/06/2012,Corrie S. Moreau,10.8805000000,-85.3893000000,Costa Rica,Guanacaste,Canton de La Cruz,"San Cristobal sector, Estacion biological San Gerardo",Neotropical,CUIC000010704
Formicidae,13/07/1920,,,,Peru,Oxapampa,,"Puerto Bermudez, Rio Pichis",Neotropical,CUIC000010599
Formicidae,13/07/1920,,-10.2957130000,-74.9340720000,Peru,Oxapampa,Pasco,"Puerto Bermudez, Rio Pichis",Neotropical,CUIC000069142
Formicidae,13/07/1920,,-10.2957130000,-74.9340720000,Peru,Oxapampa,Pasco,"Puerto Bermudez, Rio Pichis",Neotropical,CUIC000069143
Formicidae,13/07/1920,,-10.2957130000,-74.9340720000,Peru,Oxapampa,Pasco,"Puerto Bermudez, Rio Pichis",Neotropical,CUIC000069144
Formicidae,13/07/1920,,-10.2957130000,-74.9340720000,Peru,Oxapampa,Pasco,"Puerto Bermudez, Rio Pichis",Neotropical,CUIC000069145
Formicidae,13/07/1920,,-10.2957130000,-74.9340720000,Peru,Oxapampa,Pasco,"Puerto Bermudez, Rio Pichis",Neotropical,CUIC000069146
Formicidae,13/07/1920,,-10.2957130000,-74.9340720000,Peru,Oxapampa,Pasco,"Puerto Bermudez, Rio Pichis",Neotropical,CUIC000069147
Formicidae,13/07/1920,,-10.2957130000,-74.9340720000,Peru,Oxapampa,Pasco,"Puerto Bermudez, Rio Pichis",Neotropical,CUIC000069148
Formicidae,13/07/1920,,-10.2957130000,-74.9340720000,Peru,Oxapampa,Pasco,"Puerto Bermudez, Rio Pichis",Neotropical,CUIC000069149
Formicidae,13/07/1920,,-10.2957130000,-74.9340720000,Peru,Oxapampa,Pasco,"Puerto Bermudez, Rio Pichis",Neotropical,CUIC000069150
Formicidae,13/07/1920,,-10.2957130000,-74.9340720000,Peru,Oxapampa,Pasco,"Puerto Bermudez, Rio Pichis",Neotropical,CUIC000069151
Formicidae,13/07/1920,,-10.2957130000,-74.9340720000,Peru,Oxapampa,Pasco,"Puerto Bermudez, Rio Pichis",Neotropical,CUIC000069152
Formicidae,13/07/1920,,-10.2957130000,-74.9340720000,Peru,Oxapampa,Pasco,"Puerto Bermudez, Rio Pichis",Neotropical,CUIC000069157
Formicidae,13/07/1920,,-10.2957130000,-74.9340720000,Peru,Oxapampa,Pasco,"Puerto Bermudez, Rio Pichis",Neotropical,CUIC000069158
Formicidae,13/07/1920,,-10.2957130000,-74.9340720000,Peru,Oxapampa,Pasco,"Puerto Bermudez, Rio Pichis",Neotropical,CUIC000069162
Formicidae,13/07/1920,,-10.2957130000,-74.9340720000,Peru,Oxapampa,Pasco,"Puerto Bermudez, Rio Pichis",Neotropical,CUIC000069163
